TS2,YUM,1,Action.buy,1,199,79.98
TS2,EL,1,Action.buy,1,110,145.2
TS2,NEE,1,Action.buy,1,100,159.94
TS2,PEG,1,Action.buy,1,310,51.47
DEEP,BBY,1,Action.buy,1,27,67.72
DEEP,BBY,2,Action.buy,1,27,67.2
DEEP,BBY,3,Action.buy,1,41,66.69
DEEP,BBY,4,Action.buy,1,42,66.17
DEEP,BBY,5,Action.buy,1,56,65.65
DEEP,BBY,6,Action.buy,1,56,65.13
DEEP,BBY,7,Action.buy,1,71,64.61
DEEP,BBY,8,Action.buy,1,71,64.1
TS3,HP,3,Action.buy,1,43,64.1
TS3,HP,4,Action.buy,1,44,63.02
TS3,HP,5,Action.buy,1,59,61.94
TS3,HP,6,Action.buy,1,60,60.86
TS3,HP,7,Action.buy,1,77,59.78
TS3,HP,8,Action.buy,1,78,58.7
TS3,FITB,1,Action.buy,1,61,30.17
TS3,FITB,2,Action.buy,1,62,29.77
TS3,FITB,3,Action.buy,1,94,29.37
TS3,FITB,4,Action.buy,1,95,28.97
TS3,FITB,5,Action.buy,1,128,28.57
TS3,FITB,6,Action.buy,1,130,28.17
TS3,FITB,7,Action.buy,1,165,27.77
TS3,FITB,8,Action.buy,1,167,27.37
TS3,MU,1,Action.buy,1,33,55.9
TS3,MU,2,Action.buy,1,34,54.26
TS3,MU,3,Action.buy,1,52,52.62
TS3,MU,4,Action.buy,1,54,50.98
TS3,MU,5,Action.buy,1,74,49.34
TS3,MU,6,Action.buy,1,77,47.7
TS3,MU,7,Action.buy,1,99,46.06
TS3,MU,8,Action.buy,1,103,44.42
TS3,IGT,1,Action.buy,1,74,24.69
TS3,IGT,2,Action.buy,1,76,24.14
TS3,IGT,3,Action.buy,1,116,23.59
TS3,IGT,4,Action.buy,1,119,23.04
TS3,IGT,5,Action.buy,1,163,22.49
TS3,IGT,6,Action.buy,1,167,21.94
TS3,IGT,7,Action.buy,1,214,21.39
TS3,IGT,8,Action.buy,1,220,20.84
TS3,EMR,1,Action.buy,1,26,70.19
TS3,EMR,2,Action.buy,1,26,69.54
TS3,EMR,3,Action.buy,1,40,68.89
TS3,EMR,4,Action.buy,1,40,68.24
TS3,EMR,5,Action.buy,1,54,67.59
TS3,EMR,6,Action.buy,1,55,66.94
TS3,EMR,7,Action.buy,1,69,66.29
TS3,EMR,8,Action.buy,1,70,65.64
TS3,SM,1,Action.buy,1,82,22.26
TS3,SM,2,Action.buy,1,86,21.33
TS3,SM,3,Action.buy,1,135,20.4
TS3,SM,4,Action.buy,1,141,19.47
TS3,SM,5,Action.buy,1,198,18.54
TS3,SM,6,Action.buy,1,208,17.61
TS3,SM,7,Action.buy,1,275,16.68
TS3,SM,8,Action.buy,1,291,15.75
TS3,BF.B,0,Action.buy,0,16,55.59
TS3,BF.B,1,Action.buy,1,33,54.92
TS3,BF.B,2,Action.buy,1,34,54.25
TS3,BF.B,3,Action.buy,1,51,53.58
TS3,BF.B,4,Action.buy,1,52,52.91
TS3,BF.B,5,Action.buy,1,70,52.24
TS3,BF.B,6,Action.buy,1,71,51.57
TS3,BF.B,7,Action.buy,1,90,50.9
TS3,BF.B,8,Action.buy,1,91,50.23
TS3,FANG,2,Action.buy,1,16,113.22
TS3,FANG,3,Action.buy,1,25,110.94
TS3,FANG,4,Action.buy,1,25,108.66
TS3,FANG,5,Action.buy,1,34,106.38
TS3,FANG,6,Action.buy,1,35,104.1
TS3,FANG,7,Action.buy,1,45,101.82
TS3,FANG,8,Action.buy,1,46,99.54
RSO,FITB,13,Action.buy,1,47,29.97
RSO,FITB,14,Action.buy,1,53,29.89
RSO,FITB,15,Action.buy,1,60,29.82
RSO,FITB,16,Action.buy,1,67,29.75
RSO,FITB,17,Action.buy,1,75,29.68
RSO,FITB,18,Action.buy,1,84,29.6
RSO,FITB,19,Action.buy,1,95,29.53
RSO,FITB,20,Action.buy,1,106,29.46
RSO,HP,1,Action.buy,1,6,63.45
RSO,HP,2,Action.buy,1,6,63.26
