TS2,ADSK,1,Action.buy,1,126,125.47
TS2,YUM,0,Action.buy,0,129,81.34
TS2,YUM,1,Action.buy,1,198,79.92
TS2,BAX,1,Action.buy,1,227,69.49
TS2,AAPL,1,Action.buy,1,86,184.11
DEEP,SCHW,2,Action.buy,1,33,55.32
DEEP,SCHW,3,Action.buy,1,49,55.0
DEEP,SCHW,4,Action.buy,1,50,54.67
DEEP,SCHW,5,Action.buy,1,67,54.35
DEEP,SCHW,6,Action.buy,1,67,54.03
DEEP,SCHW,7,Action.buy,1,84,53.71
DEEP,SCHW,8,Action.buy,1,85,53.39
DEEP,CSCO,2,Action.buy,1,43,42.45
DEEP,CSCO,3,Action.buy,1,64,42.26
DEEP,CSCO,4,Action.buy,1,65,42.07
DEEP,CSCO,5,Action.buy,1,87,41.88
DEEP,CSCO,6,Action.buy,1,87,41.69
DEEP,CSCO,7,Action.buy,1,109,41.5
DEEP,CSCO,8,Action.buy,1,110,41.31
DEEP,INFO,2,Action.buy,1,37,49.01
DEEP,INFO,3,Action.buy,1,56,48.81
DEEP,INFO,4,Action.buy,1,56,48.62
DEEP,INFO,5,Action.buy,1,75,48.42
DEEP,INFO,6,Action.buy,1,75,48.23
DEEP,INFO,7,Action.buy,1,94,48.03
DEEP,INFO,8,Action.buy,1,95,47.84
DEEP,KORS,1,Action.buy,1,32,56.43
DEEP,KORS,2,Action.buy,1,33,55.46
DEEP,KORS,3,Action.buy,1,50,54.48
DEEP,KORS,4,Action.buy,1,51,53.5
DEEP,KORS,5,Action.buy,1,69,52.52
DEEP,KORS,6,Action.buy,1,70,51.55
DEEP,KORS,7,Action.buy,1,90,50.57
DEEP,KORS,8,Action.buy,1,91,49.59
DEEP,ZION,1,Action.buy,1,33,54.53
DEEP,ZION,2,Action.buy,1,33,54.23
DEEP,ZION,3,Action.buy,1,50,53.93
DEEP,ZION,4,Action.buy,1,51,53.63
DEEP,ZION,5,Action.buy,1,68,53.33
DEEP,ZION,6,Action.buy,1,68,53.03
DEEP,ZION,7,Action.buy,1,86,52.73
DEEP,ZION,8,Action.buy,1,87,52.42
DEEP,BBY,1,Action.buy,1,27,67.7
DEEP,BBY,2,Action.buy,1,27,67.16
DEEP,BBY,3,Action.buy,1,41,66.62
DEEP,BBY,4,Action.buy,1,41,66.08
DEEP,BBY,5,Action.buy,1,55,65.54
DEEP,BBY,6,Action.buy,1,56,65.0
DEEP,BBY,7,Action.buy,1,70,64.46
DEEP,BBY,8,Action.buy,1,71,63.92
TS3,SC,1,Action.buy,1,104,17.49
TS3,SC,2,Action.buy,1,106,17.09
TS3,SC,3,Action.buy,1,163,16.69
TS3,SC,4,Action.buy,1,167,16.29
TS3,SC,5,Action.buy,1,228,15.89
TS3,SC,6,Action.buy,1,234,15.49
TS3,SC,7,Action.buy,1,301,15.09
TS3,SC,8,Action.buy,1,309,14.69
TS3,HP,2,Action.buy,1,28,65.18
TS3,HP,3,Action.buy,1,42,64.18
TS3,HP,4,Action.buy,1,43,63.18
TS3,HP,5,Action.buy,1,58,62.18
TS3,HP,6,Action.buy,1,59,61.18
TS3,HP,7,Action.buy,1,75,60.18
TS3,HP,8,Action.buy,1,77,59.18
TS3,FITB,1,Action.buy,1,60,30.16
TS3,FITB,2,Action.buy,1,61,29.74
TS3,FITB,3,Action.buy,1,93,29.32
TS3,FITB,4,Action.buy,1,94,28.9
TS3,FITB,5,Action.buy,1,127,28.48
TS3,FITB,6,Action.buy,1,129,28.06
TS3,FITB,7,Action.buy,1,164,27.64
TS3,FITB,8,Action.buy,1,167,27.22
TS3,ABMD,0,Action.buy,0,2,381.14
TS3,ABMD,1,Action.buy,1,5,374.91
TS3,ABMD,2,Action.buy,1,5,368.68
TS3,ABMD,3,Action.buy,1,8,362.45
TS3,ABMD,4,Action.buy,1,8,356.22
