C,S,L,P,T,R,Z
100H,LW,7,62.51,1,1,0
100H,LW,8,62.38,1,1,0
100H,LW,9,62.25,1,1,0
100H,LW,10,62.12,1,1,0
100H,LW,11,61.99,1,1,0
100H,LW,12,61.85,1,1,0
100H,LW,13,61.72,1,1,0
100H,LW,14,61.59,1,1,0
100H,MU,0,56.43,1,1,0
100H,MU,1,55.99,1,1,0
100H,MU,2,55.55,1,1,0
100H,MU,3,55.1,1,1,0
100H,MU,4,54.66,1,1,0
100H,MU,5,54.21,1,1,0
100H,MU,6,53.77,1,1,0
100H,MU,7,53.33,1,1,0
100H,MU,8,52.88,1,1,0
100H,MU,9,52.44,1,1,0
100H,MU,10,51.99,1,1,0
100H,MU,11,51.55,1,1,0
100H,MU,12,51.11,1,1,0
100H,MU,13,50.66,1,1,0
100H,MU,14,50.22,1,1,0
100H,QEP,0,11.99,1,1,0
100H,QEP,1,11.93,1,1,0
100H,QEP,2,11.87,1,1,0
100H,QEP,3,11.81,1,1,0
100H,QEP,4,11.76,1,1,0
100H,QEP,5,11.7,1,1,0
100H,QEP,6,11.64,1,1,0
100H,QEP,7,11.58,1,1,0
100H,QEP,8,11.52,1,1,0
100H,QEP,9,11.46,1,1,0
100H,QEP,10,11.41,1,1,0
100H,QEP,11,11.35,1,1,0
100H,QEP,12,11.29,1,1,0
100H,QEP,13,11.23,1,1,0
100H,QEP,14,11.17,1,1,0
100H,SKX,0,28.88,1,1,0
100H,SKX,1,28.79,1,1,0
100H,SKX,2,28.69,1,1,0
100H,SKX,3,28.6,1,1,0
100H,SKX,4,28.5,1,1,0
100H,SKX,5,28.41,1,1,0
100H,SKX,6,28.31,1,1,0
100H,SKX,7,28.22,1,1,0
100H,SKX,8,28.12,1,1,0
100H,SKX,9,28.03,1,1,0
100H,SKX,10,27.93,1,1,0
100H,SKX,11,27.83,1,1,0
100H,SKX,12,27.74,1,1,0
100H,SKX,13,27.64,1,1,0
100H,SKX,14,27.55,1,1,0
BONNH,GERN,0,3.85,1,1,0
BONNH,GERN,1,3.83,1,1,0
BONNH,GERN,2,3.81,1,1,0
BONNH,GERN,3,3.79,1,1,0
BONNH,GERN,4,3.77,1,1,0
BONNH,GERN,5,3.75,1,1,0
BONNH,GERN,6,3.73,1,1,0
BONNH,GERN,7,3.71,1,1,0
BONNH,GERN,8,3.69,1,1,0
BONNH,GLNG,0,24.68,1,1,0
BONNH,GLNG,1,24.59,1,1,0
BONNH,GLNG,2,24.5,1,1,0
BONNH,GLNG,3,24.41,1,1,0
BONNH,GLNG,4,24.32,1,1,0
BONNH,GLNG,5,24.23,1,1,0
BONNH,GLNG,6,24.14,1,1,0
BONNH,GLNG,7,24.05,1,1,0
BONNH,GLNG,8,23.96,1,1,0
BONNH,MU,0,54.71,1,1,0
BONNH,MU,1,54.57,1,1,0
BONNH,MU,2,54.43,1,1,0
BONNH,MU,3,54.29,1,1,0
BONNH,MU,4,54.15,1,1,0
BONNH,MU,5,54.01,1,1,0
BONNH,MU,6,53.87,1,1,0
BONNH,MU,7,53.73,1,1,0
BONNH,MU,8,53.59,1,1,0
BONNH,GES,0,18.62,1,1,0
BONNH,GES,1,18.56,1,1,0
BONNH,GES,2,18.5,1,1,0
BONNH,GES,3,18.44,1,1,0
BONNH,GES,4,18.38,1,1,0
BONNH,GES,5,18.32,1,1,0
BONNH,GES,6,18.26,1,1,0
BONNH,GES,7,18.2,1,1,0
BONNH,GES,8,18.14,1,1,0
BONNH,KORS,0,54.52,1,1,0
BONNH,KORS,1,54.4,1,1,0
BONNH,KORS,2,54.28,1,1,0
BONNH,KORS,3,54.16,1,1,0
BONNH,KORS,4,54.04,1,1,0
BONNH,KORS,5,53.92,1,1,0
BONNH,KORS,6,53.8,1,1,0
BONNH,KORS,7,53.68,1,1,0
BONNH,KORS,8,53.56,1,1,0
BONNH,MTDR,0,26.67,1,1,0
BONNH,MTDR,1,26.61,1,1,0
BONNH,MTDR,2,26.55,1,1,0
BONNH,MTDR,3,26.49,1,1,0
BONNH,MTDR,4,26.43,1,1,0
BONNH,MTDR,5,26.37,1,1,0
BONNH,MTDR,6,26.31,1,1,0
BONNH,MTDR,7,26.25,1,1,0
BONNH,MTDR,8,26.19,1,1,0
BONNH,TTOO,0,7.04,1,1,0
BONNH,TTOO,1,7.01,1,1,0
BONNH,TTOO,2,6.98,1,1,0
BONNH,TTOO,3,6.95,1,1,0
BONNH,TTOO,4,6.92,1,1,0
BONNH,TTOO,5,6.89,1,1,0
BONNH,TTOO,6,6.86,1,1,0
BONNH,TTOO,7,6.83,1,1,0
BONNH,TTOO,8,6.8,1,1,0
BONNH,WTW,0,71.55,1,1,0
BONNH,WTW,1,71.41,1,1,0
BONNH,WTW,2,71.27,1,1,0
BONNH,WTW,3,71.13,1,1,0
BONNH,WTW,4,70.99,1,1,0
BONNH,WTW,5,70.85,1,1,0
BONNH,WTW,6,70.71,1,1,0
BONNH,WTW,7,70.57,1,1,0
BONNH,WTW,8,70.43,1,1,0
BONNH,CVI,0,35.84,1,1,0
BONNH,CVI,1,35.74,1,1,0
BONNH,CVI,2,35.64,1,1,0
BONNH,CVI,3,35.54,1,1,0
BONNH,CVI,4,35.44,1,1,0
BONNH,CVI,5,35.34,1,1,0
BONNH,CVI,6,35.24,1,1,0
BONNH,CVI,7,35.14,1,1,0
BONNH,CVI,8,35.04,1,1,0
BONNH,IPI,0,4.26,1,1,0
BONNH,IPI,1,4.25,1,1,0
BONNH,IPI,2,4.24,1,1,0
BONNH,IPI,3,4.23,1,1,0
BONNH,IPI,4,4.22,1,1,0
BONNH,IPI,5,4.21,1,1,0
BONNH,IPI,6,4.2,1,1,0
BONNH,IPI,7,4.19,1,1,0
BONNH,IPI,8,4.18,1,1,0
BON,GERN,0,3.85,1,1,0
BON,GERN,1,3.83,1,1,0
BON,GERN,2,3.81,1,1,0
BON,GERN,3,3.79,1,1,0
BON,GERN,4,3.77,1,1,0
BON,GERN,5,3.75,1,1,0
BON,GERN,6,3.73,1,1,0
BON,GERN,7,3.71,1,1,0
BON,GERN,8,3.69,1,1,0
BON,CVI,0,35.84,1,1,0
BON,CVI,1,35.74,1,1,0
BON,CVI,2,35.64,1,1,0
BON,CVI,3,35.54,1,1,0
BON,CVI,4,35.44,1,1,0
BON,CVI,5,35.34,1,1,0
BON,CVI,6,35.24,1,1,0
BON,CVI,7,35.14,1,1,0
BON,CVI,8,35.04,1,1,0
BON,PUMP,0,15.46,1,1,0
BON,PUMP,1,15.41,1,1,0
BON,PUMP,2,15.36,1,1,0
BON,PUMP,3,15.31,1,1,0
BON,PUMP,4,15.26,1,1,0
BON,PUMP,5,15.21,1,1,0
BON,PUMP,6,15.16,1,1,0
BON,PUMP,7,15.11,1,1,0
BON,PUMP,8,15.06,1,1,0
BON,INFN,0,8.36,1,1,0
BON,INFN,1,8.34,1,1,0
BON,INFN,2,8.32,1,1,0
BON,INFN,3,8.3,1,1,0
BON,INFN,4,8.28,1,1,0
BON,INFN,5,8.26,1,1,0
BON,INFN,6,8.24,1,1,0
BON,INFN,7,8.22,1,1,0
BON,INFN,8,8.2,1,1,0
BON,MU,0,54.71,1,1,0
BON,MU,1,54.57,1,1,0
BON,MU,2,54.43,1,1,0
BON,MU,3,54.29,1,1,0
BON,MU,4,54.15,1,1,0
BON,MU,5,54.01,1,1,0
BON,MU,6,53.87,1,1,0
BON,MU,7,53.73,1,1,0
BON,MU,8,53.59,1,1,0
BON,MTDR,0,26.67,1,1,0
BON,MTDR,1,26.61,1,1,0
BON,MTDR,2,26.55,1,1,0
BON,MTDR,3,26.49,1,1,0
BON,MTDR,4,26.43,1,1,0
BON,MTDR,5,26.37,1,1,0
BON,MTDR,6,26.31,1,1,0
BON,MTDR,7,26.25,1,1,0
BON,MTDR,8,26.19,1,1,0
BON,WTW,0,71.55,1,1,0
BON,WTW,1,71.41,1,1,0
BON,WTW,2,71.27,1,1,0
BON,WTW,3,71.13,1,1,0
BON,WTW,4,70.99,1,1,0
BON,WTW,5,70.85,1,1,0
BON,WTW,6,70.71,1,1,0
BON,WTW,7,70.57,1,1,0
BON,WTW,8,70.43,1,1,0
BON,CIEN,0,21.9,1,1,0
BON,CIEN,1,21.87,1,1,0
BON,CIEN,2,21.84,1,1,0
BON,CIEN,3,21.81,1,1,0
BON,CIEN,4,21.78,1,1,0
BON,CIEN,5,21.75,1,1,0
BON,CIEN,6,21.72,1,1,0
BON,CIEN,7,21.69,1,1,0
BON,CIEN,8,21.66,1,1,0
BON,IPI,0,4.26,1,1,0
BON,IPI,1,4.25,1,1,0
BON,IPI,2,4.24,1,1,0
BON,IPI,3,4.23,1,1,0
BON,IPI,4,4.22,1,1,0
BON,IPI,5,4.21,1,1,0
BON,IPI,6,4.2,1,1,0
BON,IPI,7,4.19,1,1,0
BON,IPI,8,4.18,1,1,0
BON,CATM,0,24.38,1,1,0
BON,CATM,1,24.33,1,1,0
BON,CATM,2,24.28,1,1,0
BON,CATM,3,24.23,1,1,0
BON,CATM,4,24.18,1,1,0
BON,CATM,5,24.13,1,1,0
BON,CATM,6,24.08,1,1,0
BON,CATM,7,24.03,1,1,0
BON,CATM,8,23.98,1,1,0
SOR2,CVI,0,36.22,1,1,0
SOR2,CVI,1,36.02,1,1,0
SOR2,CVI,2,35.83,1,1,0
SOR2,GLNG,0,24.94,1,1,0
SOR2,GLNG,1,24.75,1,1,0
SOR2,GLNG,2,24.57,1,1,0
SOR2,IGT,0,24.13,1,1,0
SOR2,IGT,1,24.03,1,1,0
SOR2,IGT,2,23.92,1,1,0
SOR2,LBRT,0,20.41,1,1,0
SOR2,LBRT,1,20.3,1,1,0
SOR2,LBRT,2,20.19,1,1,0
SV5U,LKQ,0,32.72,1,3,0
SV5U,LKQ,1,32.81,1,3,0
SV5U,LKQ,2,32.89,1,3,0
SV5U,LKQ,3,32.98,1,3,0
SV5U,LKQ,4,33.06,1,3,0
