TS2,EL,1,Action.buy,1,110,145.63
TS2,NEE,1,Action.buy,1,100,160.09
TS2,PEG,1,Action.buy,1,311,51.42
DEEP,HP,0,Action.buy,0,15,63.2
DEEP,HP,1,Action.buy,1,29,62.62
DEEP,HP,2,Action.buy,1,30,62.04
DEEP,HP,3,Action.buy,1,45,61.46
DEEP,HP,4,Action.buy,1,45,60.88
DEEP,HP,5,Action.buy,1,61,60.3
DEEP,HP,6,Action.buy,1,61,59.72
DEEP,HP,7,Action.buy,1,78,59.14
DEEP,HP,8,Action.buy,1,78,58.56
TS3,HP,5,Action.buy,1,59,61.86
TS3,HP,6,Action.buy,1,60,60.7
TS3,HP,7,Action.buy,1,77,59.54
TS3,HP,8,Action.buy,1,79,58.38
TS3,MU,1,Action.buy,1,33,56.03
TS3,MU,2,Action.buy,1,34,54.51
TS3,MU,3,Action.buy,1,52,52.99
TS3,MU,4,Action.buy,1,53,51.47
TS3,MU,5,Action.buy,1,73,49.95
TS3,MU,6,Action.buy,1,76,48.43
TS3,MU,7,Action.buy,1,98,46.91
TS3,MU,8,Action.buy,1,101,45.39
TS3,IGT,2,Action.buy,1,76,24.14
TS3,IGT,3,Action.buy,1,117,23.59
TS3,IGT,4,Action.buy,1,119,23.04
TS3,IGT,5,Action.buy,1,163,22.49
TS3,IGT,6,Action.buy,1,167,21.94
TS3,IGT,7,Action.buy,1,215,21.39
TS3,IGT,8,Action.buy,1,220,20.84
TS3,SM,3,Action.buy,1,135,20.32
TS3,SM,4,Action.buy,1,143,19.31
TS3,SM,5,Action.buy,1,201,18.3
TS3,SM,6,Action.buy,1,212,17.29
TS3,SM,7,Action.buy,1,282,16.28
TS3,SM,8,Action.buy,1,300,15.27
TS3,WPX,0,Action.buy,0,53,17.33
TS3,WPX,1,Action.buy,1,109,16.86
TS3,WPX,2,Action.buy,1,112,16.39
TS3,WPX,3,Action.buy,1,173,15.92
TS3,WPX,4,Action.buy,1,178,15.45
TS3,WPX,5,Action.buy,1,245,14.98
TS3,WPX,6,Action.buy,1,253,14.51
TS3,WPX,7,Action.buy,1,327,14.04
TS3,WPX,8,Action.buy,1,338,13.57
TS3,WYNN,0,Action.buy,0,5,182.83
TS3,WYNN,1,Action.buy,1,10,179.19
TS3,WYNN,2,Action.buy,1,10,175.55
TS3,WYNN,3,Action.buy,1,16,171.91
TS3,WYNN,4,Action.buy,1,16,168.27
TS3,WYNN,5,Action.buy,1,22,164.63
TS3,WYNN,6,Action.buy,1,23,160.99
TS3,WYNN,7,Action.buy,1,29,157.35
TS3,WYNN,8,Action.buy,1,30,153.71
TS3,NBL,0,Action.buy,0,26,34.7
TS3,NBL,1,Action.buy,1,54,34.1
TS3,NBL,2,Action.buy,1,55,33.5
