100H,IBKR,0,Action.buy,1,11,67.41
100H,IBKR,1,Action.buy,1,12,67.05
100H,IBKR,2,Action.buy,1,13,66.69
100H,IBKR,3,Action.buy,1,15,66.32
100H,IBKR,4,Action.buy,1,17,65.96
100H,IBKR,5,Action.buy,1,19,65.59
100H,IBKR,6,Action.buy,1,22,65.23
100H,IBKR,7,Action.buy,1,24,64.87
100H,IBKR,8,Action.buy,1,27,64.5
100H,IBKR,9,Action.buy,1,31,64.14
100H,IBKR,10,Action.buy,1,35,63.77
100H,IBKR,11,Action.buy,1,39,63.41
100H,IBKR,12,Action.buy,1,44,63.04
100H,IBKR,13,Action.buy,1,50,62.68
100H,IBKR,14,Action.buy,1,56,62.32
100H,GXP,0,Action.buy,1,22,31.81
100H,GXP,1,Action.buy,1,25,31.7
100H,GXP,2,Action.buy,1,28,31.59
100H,GXP,3,Action.buy,1,32,31.48
100H,GXP,4,Action.buy,1,36,31.37
100H,GXP,5,Action.buy,1,40,31.26
100H,GXP,6,Action.buy,1,45,31.16
100H,GXP,7,Action.buy,1,51,31.05
100H,GXP,8,Action.buy,1,57,30.94
100H,GXP,9,Action.buy,1,64,30.83
100H,GXP,10,Action.buy,1,72,30.72
100H,GXP,11,Action.buy,1,81,30.61
100H,GXP,12,Action.buy,1,91,30.5
100H,GXP,13,Action.buy,1,102,30.39
100H,GXP,14,Action.buy,1,115,30.28
100H,WPX,0,Action.buy,1,42,17.0
100H,WPX,1,Action.buy,1,47,16.88
100H,WPX,2,Action.buy,1,53,16.77
100H,WPX,3,Action.buy,1,60,16.65
100H,WPX,4,Action.buy,1,68,16.54
100H,WPX,5,Action.buy,1,77,16.43
100H,WPX,6,Action.buy,1,86,16.31
100H,WPX,7,Action.buy,1,97,16.2
100H,WPX,8,Action.buy,1,110,16.09
100H,WPX,9,Action.buy,1,124,15.97
100H,WPX,10,Action.buy,1,140,15.86
100H,WPX,11,Action.buy,1,158,15.75
100H,WPX,12,Action.buy,1,178,15.63
100H,WPX,13,Action.buy,1,201,15.52
100H,WPX,14,Action.buy,1,226,15.41
100H,PXD,0,Action.buy,1,4,188.47
100H,PXD,1,Action.buy,1,4,187.74
100H,PXD,2,Action.buy,1,5,187.01
100H,PXD,3,Action.buy,1,5,186.29
100H,PXD,4,Action.buy,1,6,185.56
100H,PXD,5,Action.buy,1,7,184.83
100H,PXD,6,Action.buy,1,8,184.11
100H,PXD,7,Action.buy,1,9,183.38
100H,PXD,8,Action.buy,1,10,182.66
100H,PXD,9,Action.buy,1,11,181.93
100H,PXD,10,Action.buy,1,12,181.2
100H,PXD,11,Action.buy,1,14,180.48
100H,PXD,12,Action.buy,1,15,179.75
100H,PXD,13,Action.buy,1,17,179.02
100H,PXD,14,Action.buy,1,20,178.3
100H,NBL,0,Action.buy,1,21,34.28
100H,NBL,1,Action.buy,1,23,34.14
100H,NBL,2,Action.buy,1,26,34.0
100H,NBL,3,Action.buy,1,30,33.85
100H,NBL,4,Action.buy,1,33,33.71
100H,NBL,5,Action.buy,1,38,33.56
100H,NBL,6,Action.buy,1,42,33.42
100H,NBL,7,Action.buy,1,47,33.28
100H,NBL,8,Action.buy,1,53,33.13
100H,NBL,9,Action.buy,1,60,32.99
100H,NBL,10,Action.buy,1,68,32.84
100H,NBL,11,Action.buy,1,76,32.7
100H,NBL,12,Action.buy,1,85,32.56
100H,NBL,13,Action.buy,1,96,32.41
100H,NBL,14,Action.buy,1,108,32.27
BONNH,IBKR,8,Action.buy,1,44,67.91
BONNH,CLSD,0,Action.buy,1,339,8.73
BONNH,CLSD,1,Action.buy,1,341,8.67
BONNH,CLSD,2,Action.buy,1,343,8.61
BONNH,CLSD,3,Action.buy,1,346,8.55
BONNH,CLSD,4,Action.buy,1,348,8.49
BONNH,CLSD,5,Action.buy,1,351,8.43
BONNH,CLSD,6,Action.buy,1,353,8.37
BONNH,CLSD,7,Action.buy,1,356,8.31
BONNH,CLSD,8,Action.buy,1,358,8.25
BONNH,NBL,0,Action.buy,1,90,32.97
